review_id,order_id,review_score,review_comment_title,review_english,review_comment_message,review_creation_date,review_answer_timestamp,,,,,,,,,,,,,,,,,,
e07eee7ad7666276bd8b27fbd83fd1ff,68b3cbc68e4cd1fe19bec35f1d3bb7ee,5,,Very nice and inexpensive watch.,relÃ³gio muito bonito e barato.,29-03-2018 00:00,02-04-2018 14:19,,,,,,,,,,,,,,,,,,
2c5e27fc178bde7ac173c9c62c31b070,0ce9a24111d850192a933fcaab6fbad3,1,,I didn't like it! I bought a pig in a poke.,NÃ£o gostei ! Comprei gato por lebre,13-12-2017 00:00,16-12-2017 07:14,,,,,,,,,,,,,,,,,,
58044bca115705a48fe0e00a21390c54,68e55ca79d04a79f20d4bfc0146f4b66,1,,"I always buy online and the delivery arrives before the agreed deadline, which I believe is the maximum time. With Stark, the maximum deadline has already passed and I still haven't received the product.","Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo mÃ¡ximo. No stark o prazo mÃ¡ximo jÃ¡ se esgotou e ainda nÃ£o recebi o produto.",08-04-2018 00:00,09-04-2018 12:22,,,,,,,,,,,,,,,,,,
c92cdd7dd544a01aa35137f901669cdf,37e7875cdce5a9e5b3a692971f370151,4,Muito bom.,"I received exactly what I expected. Other orders from other sellers were delayed, but this one arrived on time.","Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.",07-06-2018 00:00,09-06-2018 18:44,,,,,,,,,,,,,,,,,,
08c9d79ec0eba1d252e3f52f14b8e6a9,e029f708df3cc108b3264558771605c6,5,Bom,I recommend it.,"Recomendo ,",13-06-2018 00:00,13-06-2018 22:54,,,,,,,,,,,,,,,,,,
2170c9452c2216457b36003fe2969fbb,af32671d0b8ce510a94d9111d97371d3,5,,very good,muito boa,22-03-2018 00:00,30-03-2018 23:37,,,,,,,,,,,,,,,,,,
b193ff3c9f32a01f3a0d9ae26b94d244,e2e6ee1ed2d7f2f36b05d234983bd7a0,5,Maravilhoso!,"I'm completely in love, the store is super responsible and trustworthy!","TÃ´ completamente apaixonada, loja super responsÃ¡vel e confiÃ¡vel!",10-08-2018 00:00,11-08-2018 00:22,,,,,,,,,,,,,,,,,,
9fd59cd04b42f600df9f25e54082a8d1,3c314f50bc654f3c4e317b055681dff9,1,,My order still hasn't arrived.,Nada de chegar o meu pedido.,21-04-2017 00:00,23-04-2017 05:37,,,,,,,,,,,,,,,,,,
86c5cfa7fcbde303f704b60a78ced7d6,a6456e781cb962cc3f412b04de4fed7b,5,Entrega perfeita,Very good. Very fragrant.,Muito bom. muito cheiroso.,13-06-2018 00:00,14-06-2018 17:29,,,,,,,,,,,,,,,,,,
890ec1767be8eb104877db6d68eaade5,b3271f5ebce80cbecb67c5b88487a44a,5,,"Excellent seller, it arrived even before the deadline, I loved the product.","otimo vendedor chegou ate antes do prazo , adorei o produto",13-05-2017 00:00,14-05-2017 02:57,,,,,,,,,,,,,,,,,,
7d9ac3e98adc0c8ad579e6a2257d79f9,dfa48852c93427261c98fb2e01f33bea,5,,A smooth and efficient purchase process.,Processo de compra tranquilo e eficiente.,24-04-2018 00:00,25-04-2018 16:01,,,,,,,,,,,,,,,,,,
c41bd21983e298a240410ebb391bf075,9562b424b05978a493db2a5122ecab1f,5,,Hopefully it lasts because it's made of fur.,Tomara q dure pois Ã© de pelinho.,19-05-2017 00:00,21-05-2017 03:04,,,,,,,,,,,,,,,,,,
e233e51d11511bf30e568c76360ace52,548df2c6e5f089574614894bca78acf5,1,,"I only received 1 Midea Split ESTILO remote control.

The remote control for the Consul air conditioner was also missing.","recebi somente 1 controle Midea Split ESTILO.

Faltou Controle Remoto para Ar Condicionado Consul",28-01-2018 00:00,04-02-2018 11:06,,,,,,,,,,,,,,,,,,
3d94fd645cdaacc8c9f0dc0a2a1f5166,4d483bf690ca21bdc005df9b623673c7,5,,good,boa,21-03-2017 00:00,22-03-2017 00:58,,,,,,,,,,,,,,,,,,
500c05500aa275953129f49799ee5c73,8a9424899aac432d80d8e580932b5ee9,5,MT lindo,MT beautiful,MT lindo,25-07-2018 00:00,25-07-2018 21:37,,,,,,,,,,,,,,,,,,
6a0969d0769d2f3ff6438809a1cc455e,32638fbca8d1a197e649fd5138e12049,5,,"Everything went as agreed, with delivery ahead of schedule.

I am satisfied.","Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 

Estou satisfeita",02-06-2017 00:00,03-06-2017 13:12,,,,,,,,,,,,,,,,,,
8a64945e89526e68bc16383391590232,71960e6af960919256a958a3633e1040,5,,"I loved it, I thought it was beautiful, very delicate, I adored it.","Amei achei lindo ,muito delicado adorei",18-04-2018 00:00,18-04-2018 22:30,,,,,,,,,,,,,,,,,,
c0dbf9a325d2a2fece43873be47191e1,b324f4270850cbba23533b9a9d3434a9,4,,"Great store for partnership: very fast, well-packaged and high-quality products! Only the shipping cost was a bit steep.","Ã“tima loja para parceria: rÃ¡pidÃ­ssima, produtos bem embalados e de qualidade! SÃ³ o custo do frete que foi meio azedo.",04-04-2018 00:00,06-04-2018 15:43,,,,,,,,,,,,,,,,,,
109b5ce2dd11bb8460eff3b86da6fefc,25362fbf6aac4b01a28dee1e076acc26,5,Ã“timo Produto!,I recommend the seller...,Recomendo o vendedor...,17-08-2018 00:00,17-08-2018 21:47,,,,,,,,,,,,,,,,,,
6d06808638ec0701bccd70bc8d462c28,97d2f8fe76f2f253b8291e17b5383884,1,,"The product did not arrive within the stipulated timeframe, causing inconvenience because I planned my son's vacation based on that timeframe. I live in Bahia and he lives alone in Cuiabá. Now, the house is empty.","O produto nÃ£o chegou no prazo estipulado e causou transtorno, pq programei a viagem de fÃ©rias do meu filho, baseado no prazo. Moro na Bahia e ele em CuiabÃ¡ sozinho. Agora, a casa estÃ¡ vazia.",09-12-2016 00:00,19-12-2016 14:10,,,,,,,,,,,,,,,,,,
750d4311e8ddb6cba549ee86f06f0cca,4b32a4cdfc1b80066a8ee3a4b7a2094f,5,,"Product delivered as requested, and very quickly. Congratulations!","Produto entregue como solicitado, e com muita brevidade. ParabÃ©ns!",09-08-2017 00:00,09-08-2017 12:03,,,,,,,,,,,,,,,,,,
8b230a1373c6dc4bd867099fda1d7039,071251fe3b3493294536f03737a8a679,3,,"I bought two units and only received one, what do I do now?",Eu comprei duas unidades e sÃ³ recebi uma e agora o que faÃ§o?,09-11-2017 00:00,10-11-2017 10:38,,,,,,,,,,,,,,,,,,
cb2fc3e5711b5ae85e0491ee18af63ed,34e6d418f368f8079ae152bc178bc66a,3,,"The product is good, but what I received does not match the photo in the advertisement.","Produto bom, porÃ©m o que veio para mim nÃ£o condiz com a foto do anÃºncio.",31-01-2018 00:00,31-01-2018 23:29,,,,,,,,,,,,,,,,,,
60c714ed14cef913944a3147094a4742,9ac05114800f02bfaa783bd76842dbe2,1,,"Very inferior product, poorly finished.","Produto muito inferior, mal acabado.",03-07-2018 00:00,05-07-2018 19:03,,,,,,,,,,,,,,,,,,
c45811d9f90e22a81155b3a1e4a5c2e8,491f193fc52075598871cfe6f19976d4,5,RECOMENDO SEMPRE!!,The Paw Patrol backpack set is beautiful!! My grandson will love it!! Thank you!!,O kit mochila patrulha canina Ã© lindo!! Meu netinho vai amar!! Obrigada!!,19-06-2018 00:00,19-06-2018 17:44,,,,,,,,,,,,,,,,,,
e29ab4a671400c41322e4855de633c6a,17b296b73ebefd6213299342b09f097f,5,,Wonder,Maravilha,09-08-2017 00:00,11-08-2017 23:28,,,,,,,,,,,,,,,,,,
0bd4dcc4f6c4621baf37f73495cad8c4,a11cd01ac67beef7e8bf09740d8a35c1,3,,Delivery on time,Entrega no prazo,23-03-2017 00:00,23-03-2017 21:20,,,,,,,,,,,,,,,,,,
888f11883ff85fa5c07e6ae1192d85c4,248907ae8054cb8e93d5aa44857779b4,5,,It fulfilled what was promised at the time of purchase and the delivery was satisfactory.,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatÃ³rio,04-01-2018 00:00,05-01-2018 23:30,,,,,,,,,,,,,,,,,,
65dfeb60c40e3cbb0a1838285d86f885,a2714ecbf6eeb3bb9cd7dba6dc1c5e82,1,,I requested a refund and have not received a response yet.,Pedi reembolso e sem resposta atÃ© momento,08-03-2018 00:00,08-03-2018 12:27,,,,,,,,,,,,,,,,,,
50a1eaa2f96d6f3e02d0cd68d92bab75,4a7cf245701068d38d441791b735e4bd,5,***** Recomendo,Super fast.,Super rÃ¡pido.,10-05-2018 00:00,11-05-2018 03:08,,,,,,,,,,,,,,,,,,
436f71c9cc0c1aab7f51dc0cd0820516,c676e726f8a14a9527b41b9dc50ca1bc,5,,Satisfied,Satisfeito,22-11-2017 00:00,22-11-2017 14:45,,,,,,,,,,,,,,,,,,
97d4feff1fd7129bee6cde095b9dac2a,b4039fffc67d7a5a75a3ba881d75e402,5,,"Congratulations... it always arrives way ahead of schedule.

Thank you so much....","estao de parabens... sempre chega com muiiita antecedencia..



Muito obrigada....",24-06-2017 00:00,29-06-2017 13:48,,,,,,,,,,,,,,,,,,
1692078634b63c7f25aa90ee746ec498,5bc4e94aef2841f392fb6fe7ceef69b6,5,OTIMO,"OK, I recommend it.",OK RECOMENDO,23-05-2018 00:00,28-05-2018 12:48,,,,,,,,,,,,,,,,,,
ff722b4c68783a4459a3adb9bb4e1d0d,b8702f50a689621ab21ef200b55a5b8d,3,,"The product arrived, but my PC couldn't recognize the USB ports.","Produto chegou, mas meu PC nÃ£o conseguiu reconhecer as portas USB.",16-01-2018 00:00,18-01-2018 23:25,,,,,,,,,,,,,,,,,,
8055e963f26f70c406ca517b2c2848e6,9218ec94cd0d96e4c3e6b8c1504aa8dc,5,,"Very good quality product, arrived before the promised deadline.","Produto de muito boa qualidade, chegou antes do prazo prometido",17-12-2017 00:00,19-12-2017 17:31,,,,,,,,,,,,,,,,,,
ae728c1061bf163b4bd256ad9ee0bb83,45c780334bc32cb77559a65c5f171160,1,,"This was the order:

Bucket with 128 Pieces - Building Blocks 2 units - R$ 25.00 each (NOT DELIVERED)

Sold and delivered by Targaryen

EVA Foam Mat No. Letters 36 Pieces Children's 1 unit - R$ 35.90 (THIS WAS DELIVERED)","Este foi o pedido

Balde Com 128 PeÃ§as - Blocos De Montar 2 un - R$ 25,00 cada (NÃƒO FOI ENTREGUE)

Vendido e entregue targaryen

Tapete de Eva NÂº Letras 36 PeÃ§as CrianÃ§as 1 un - R$ 35,90 (ESTE FOI ENTREG",04-01-2018 00:00,10-01-2018 09:52,,,,,,,,,,,,,,,,,,
41926e45719f9b923357ea3bb222195f,1601df22ba2f78168443e6f729e74868,5,,"Very fast delivery

Congratulations","Entrega muito rÃ¡pida

ParabÃ©ns",29-08-2017 00:00,29-08-2017 21:06,,,,,,,,,,,,,,,,,,
72730619a00e0ecdecf0a4ff862d8996,af76a45a10524549102e010f2bd9d3cd,1,,I bought three packs of five sheets each of dark fabric transfer paper and only received two.,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,07-11-2017 00:00,08-11-2017 21:54,,,,,,,,,,,,,,,,,,
c5d83c2523ef15209c8faf5133a7bafb,7eba0b6b5cb480d65416e26e2528d250,4,,"Only one product was missing, I received it today, thank you very much!

Everything is fine!

Sincerely,

Elenice.","Estava faltando apenas um produto, eu recebi hoje , muito obrigada!

Tudo certo!



Att 



Elenice.",16-12-2017 00:00,19-12-2017 23:21,,,,,,,,,,,,,,,,,,
766fc608e4f2683020fb0a121d9db23e,77fc7da5ef4df2c48276ae832072dcf1,5,,"The thermal bag is not only beautiful but also super spacious. The product is as advertised and the delivery was super fast, arriving well before the deadline.","A bolsa tÃ©rmica alÃ©m de linda Ã© super espaÃ§osa . Produto de acordo com o anunciado e a entrega super rÃ¡pida , entregou bem antes do prazo .",10-01-2018 00:00,11-01-2018 07:47,,,,,,,,,,,,,,,,,,
5c37d7ba6ef2f031c34bb4fda3454018,bbd1b9ebbc5a09d51caaa2d10e0f93b5,2,,The delivery took too long.,Demorou de mais pra entrega,17-12-2017 00:00,17-12-2017 12:14,,,,,,,,,,,,,,,,,,
83414f98136ce687f7eb69e555b2519c,36e05888e17fa68e55b13477d9b53d3e,5,,Super fast delivery... arrived before the date...,super rapido a entrega .... chegou antes da data...,24-10-2017 00:00,25-10-2017 19:36,,,,,,,,,,,,,,,,,,
46d8249ea59101c7288936c3e6f155d7,f25ddb6cd62d720a5d91fff80467930a,3,Entrega atrasou,The delivery was split in two. There was no communication from the store. I even thought they had only sent part of the product.,A entrega foi dividida em duas. NÃ£o houve comunicado do loja. Cheguei a pensar que sÃ³ haviam enviado parte do produto.,20-01-2018 00:00,15-05-2018 00:45,,,,,,,,,,,,,,,,,,
346317f9aff540395fe46893611854f8,546ffb713086001ce9f0009158f88b73,1,,"It doesn't work, it doesn't synchronize.",NÃ£o funciona nÃ£o faz sincronismo,17-09-2017 00:00,18-09-2017 23:39,,,,,,,,,,,,,,,,,,
2685a4800004a12ec09d27264ff1915f,5c973d2b4652e1dec15353b59339f3b4,5,,I recommend it to all customers.,Recomendo a todos os clientes,22-10-2016 00:00,26-10-2016 17:47,,,,,,,,,,,,,,,,,,
c422274e50e900b46fee429016c5458d,950bb159eea525ff8947b92c93b02f8e,3,,I liked,Gostei,24-09-2017 00:00,25-09-2017 14:09,,,,,,,,,,,,,,,,,,
3f6d9482c57cdb5fc7012f7b9b5ed4c5,2a3251c95a3d5c57ed230021faa588a0,5,,EXCELLENT,OTIMA,19-04-2018 00:00,22-04-2018 12:25,,,,,,,,,,,,,,,,,,
a55012f5c7e74353e92986be15d133b6,54b73f808b0ff25da4276773c30ac269,5,,"I really liked the bath set. The floral print, the embroidery, everything is very beautiful. Great product.","Gostei muito do jogo de banho.A estampa florida, o bordado, tudo muito bonito. Ã“timo produto.",03-06-2017 00:00,04-06-2017 02:22,,,,,,,,,,,,,,,,,,
487f8ff16eaf366dc7c01652202048c3,d5ba80d74b52c335ae36398d6159e6ee,1,,"Only one piece arrived, but the invoice and warranty list both pieces of jewelry.","Chegou apenas uma peÃ§a, mas na nota e na garantia constam as duas joias.",22-08-2017 00:00,22-08-2017 23:45,,,,,,,,,,,,,,,,,,
ef8ae544c432bb1053ba5990bd0d6227,e18ebd6286697a3f0f6fe267d8286cb2,1,,"I did not receive the product, even though the system shows that I did, in addition to paying a high shipping cost.",EU NÃƒO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÃ‰M DE PAGAR CARO DO FRETE,12-01-2018 00:00,13-01-2018 00:28,,,,,,,,,,,,,,,,,,
aaab917291fea34988b9a0cb60e0716f,560f7585b57fcc9579460fa21c0d8ec1,1,,"I bought a unisex watch, but they sent a women's watch, much smaller than the specifications in the ad.","Comprei o relÃ³gio, unissex e enviaram um relÃ³gio feminino, bem menor que as especificaÃ§Ãµes do anÃºncio.",05-04-2018 00:00,06-04-2018 11:06,,,,,,,,,,,,,,,,,,
3f73914ab5fc1cd68ad6757c93644349,3144812170fbb0c3b71bbd757609f605,5,,"I always buy from Lannister. For me, it's the best online store.",Sempre compro na lannister.Pra mim Ã© a melhor loja on-line,14-03-2018 00:00,17-03-2018 10:26,,,,,,,,,,,,,,,,,,
e2fd85e5df711bd91e6e96e13c741843,c9645496b715730a1a5d07eb97a6bf6b,5,,Excellent quality product,Produto de qualidade excelente,31-01-2017 00:00,01-02-2017 16:56,,,,,,,,,,,,,,,,,,
42ae74a43661be8587b2e2db054179db,0a187dd7f4efe70e8c3b6e3779b3b133,5,,Excellent value for money.,Ã“timo custo-benefÃ­cio,14-09-2017 00:00,15-09-2017 14:15,,,,,,,,,,,,,,,,,,
d8f61c7fcd172785563a65cd65a8cea8,cf34fe44babb9fd001a001acfa43cabf,5,,OK,OK,19-11-2017 00:00,22-11-2017 19:34,,,,,,,,,,,,,,,,,,
79927442ebcbf70b2021e1339bb9a51b,1c8898140458c37fbbf0be37d47193b9,5,muito boa,I appreciated the attention given to the delivery.,Gostei da atenÃ§Ã£o com a entrega,27-04-2018 00:00,30-04-2018 08:04,,,,,,,,,,,,,,,,,,
14613df954694f243dedeaa2c8a3a5c2,1e91914c9706a5d4665b8c5a6294b107,4,4,"If it had been glass, it would have broken; it came in a box with no internal protection, and the box was very crushed. Sorry... but I like buying from you.

","Se fosse vidro tinha quebrado; veio na caixa sem nenhuma proteÃ§Ã£o por dentro, a caixa estava muito amassada. Desculpe.. mas gosto de comprar de vcs

.",15-05-2018 00:00,16-05-2018 23:41,,,,,,,,,,,,,,,,,,
5f938e5f5f2e9a75710b54feeb9ea610,d9ff0185a300435402f043124f530274,1,MÃ©dio,The part didn't fit.,A peÃ§a nÃ£o serviu,11-05-2018 00:00,14-05-2018 14:08,,,,,,,,,,,,,,,,,,
d7ea05bb4f9c77d606fd90b1a27e317d,bb5b0d8f3e9c964760c674f2aa2ae0cf,1,,"I purchased the product on February 25th and today, March 29th, it has not been delivered to my residence. I don't know if the Brazilian postal service is terrible or if the store itself delayed the shipment.",Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco nÃ£o fora entregue na minha residÃªncia. NÃ£o sei se os correios desse Brasil e pÃ©ssimo ou foi a prÃ³pria loja que demorou postar.,29-03-2018 00:00,29-03-2018 23:13,,,,,,,,,,,,,,,,,,
185cb85ede91009d7a8e685687c037ee,2e5dc86c8c4aa663549caf5e31de840d,1,,"I made my purchase 30 days ago and still haven't received my product.

They need to improve their delivery service.","fiz minha compra faz 30 dias e nÃ£o recebi ainda meu produto.

Precisa melhorar nas entregas",06-04-2017 00:00,09-04-2017 18:25,,,,,,,,,,,,,,,,,,
0c9b6ca9b3beaf0fd5d621f63844ea01,cadd4c5765abf658117f2cc7e2a639c2,5,prazo entrega,"I hope to receive it this week, which wouldn't be too extravagant, however...any further delay than that would make me give up on the Baratheon.","Espero receber esta semana, o que nÃ£o seria tÃ£o extravagante, porÃ©m...mais atrazo do que isso me faria desistir do baratheon.",26-08-2018 00:00,29-08-2018 02:48,,,,,,,,,,,,,,,,,,
c399eafa15aafaecdd1d9008f5b34ed6,3081ddf6e7c6afa4e4124e7882486fcd,5,,"It was delivered on time, I was happy with my purchase.","Entregou no prazo certo, fiquei feliz com a compra que fiz",23-06-2017 00:00,24-06-2017 00:58,,,,,,,,,,,,,,,,,,
8ef36616bef00398b6e413c124f436c8,6925682cc441a2514cd15f7f17ece7b2,5,,"Beautiful watch, I loved it!",Lindo relÃ³gio adorei,31-05-2017 00:00,01-06-2017 01:21,,,,,,,,,,,,,,,,,,
57e994485c2ebd293e4fa9cd62e5bb96,201691efe89d4d71f36e5ea279a8759a,3,,"I purchased two pendant chandeliers from the Targaryen partner company, and they only sent me one. I filed a complaint, but I haven't received a response yet. I await a solution from Lannister Stores.","Comprei dois lustres pendentes, com a parceira targaryen e sÃ³ me enviaram um lustre. Abri reclamaÃ§Ã£o, mas ainda nÃ£o recebi resposta. Aguardo soluÃ§Ã£o por parte de Lojas lannister.",14-03-2018 00:00,16-03-2018 20:26,,,,,,,,,,,,,,,,,,
59d95e0b5b52d038dc3a022b7c912969,fc8c2e8bc069aea361c41c313464993c,5,Super produto,"Very good, high quality!",Muito bom alta qualidade!,04-07-2018 00:00,05-07-2018 00:56,,,,,,,,,,,,,,,,,,
a0adf7a439816b22050d6bf433cbbff6,15c8f741c0b7deafafea8af0f7bb6852,5,,"Beautiful product, delivered in good condition and on time. I recommend it!","Produto bonito, entregue bem valado e dentro do prazo. Recomendo!",10-04-2018 00:00,13-04-2018 11:04,,,,,,,,,,,,,,,,,,
93fbbe62dcf6ffac99be013a1c68eb52,935f0d2ac8ce7ce29f5712d2637ddb33,5,,Very good,Muito bom,20-02-2018 00:00,21-02-2018 09:42,,,,,,,,,,,,,,,,,,
c40a6b6e0181e5ec0d12cbc2e12c49d3,f3468d6a2c7586711e9952242898aad4,1,falta de produto e quebra,"One product was missing, and of the ones I received, one was broken.",Faltou 1 produto e os que recebi 1 veio quebrado,23-05-2018 00:00,23-05-2018 22:23,,,,,,,,,,,,,,,,,,
5241fcad10d7b45a1761f1e1e1536faa,0bcbcc3e0a09b3f6a9495de35f452616,5,super recomendo,"It arrived on time and the product is of excellent quality! My back pain is gone, I'm sleeping very well!","chegou dentro do prazo e o produto Ã© de excelente qualidade! Acabou as dores nas costas, estou dormindo muito bem!",07-07-2018 00:00,09-07-2018 18:12,,,,,,,,,,,,,,,,,,
06f47dacd0575e592bf6a17e922ce6cd,82348f1b5f24ac795fa9320e02c49553,1,nÃ£o recebi ainda,"It says here that it was delivered, but I still haven't received it.",aqui estÃ¡ descrevendo como entregue sÃ³ que ate agora nÃ£o recebi,28-06-2018 00:00,29-06-2018 16:34,,,,,,,,,,,,,,,,,,
d36219dfadc3a5b07ab66670d23915ad,22613579f7d11cc59c4347526fc3c79e,5,,"I think the product tracking could be better and more accurate, but overall it was a great experience.","Acho que rastreando o produto devia ser melhor e mais preciso, mas no geral foi uma Ã³tima experiÃªncia",19-10-2016 00:00,20-10-2016 12:40,,,,,,,,,,,,,,,,,,
5230dc021b8ce3fe53ed728af873a6d1,fc850201b579f014488f1cca40aaa06d,5,,I haven't had the opportunity to test it yet.,Ainda nÃ£o tive a oportunidade de testar,23-11-2017 00:00,25-11-2017 16:59,,,,,,,,,,,,,,,,,,
4656b8ed41c17f6be05e911e211ecd8f,7bdfa70c4049e7319a3182997e27cb95,3,recomendo,I just started using it.,Comecei a usar agora,08-05-2018 00:00,10-05-2018 13:57,,,,,,,,,,,,,,,,,,
8ef0597f9b1870cf46c81358425f0e24,d451da9b109e1786f303924d04ed72a1,5,,Nothing to declare,nada a declarar,20-05-2017 00:00,22-05-2017 11:22,,,,,,,,,,,,,,,,,,
6b341682ab39af9fa00d72d7388c903b,fd65651f855608ad1aa52ff4a741c31a,3,Nota3,"Buying a product that looks correct on the cover, but the inside is something else entirely.???????",Comprar um produto correto na capa mas interno ser outro.???????,10-05-2018 00:00,11-05-2018 01:15,,,,,,,,,,,,,,,,,,
e4f0765c572989acb3d2d17c911ccce4,4b661d524b6f0788746514fb6f7ad3fa,3,,super fast delivery,entrega super rapida,13-12-2017 00:00,13-12-2017 16:35,,,,,,,,,,,,,,,,,,
557ae9c16a8ea3909db2fc5a01bc5151,287b045cfe9ba0ed08308efc06c366ae,3,Suspense,"I ordered 4 bottles of olive oil. Two arrived one day and the other two almost 48 hours later. Contacting the store was very difficult, both by email and phone. The suspense is over, but I won't buy from them again.","Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lÃ¡ nÃ£o compro mais",24-05-2018 00:00,25-05-2018 12:23,,,,,,,,,,,,,,,,,,
5939898b5d2ac05454b2fe1aeecaad19,ff37040ee7efbb9709c2b4389c4c0fc4,5,,The product arrived very quickly and is of good quality. I recommend the product.,O produto chegou muito rapido e de boa qualidade recomendo o produto,09-03-2018 00:00,12-03-2018 10:32,,,,,,,,,,,,,,,,,,
cde97e23deec3aa11e838402378706ee,512ba2efae3409f37660ce26199b32aa,1,,"I can't! I'm waiting for the product I bought to arrive! As soon as that happens, I'll have formed my opinion!","NÃ£o posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteÃ§a, terei minha opiniÃ£o formada!",22-12-2017 00:00,22-12-2017 12:20,,,,,,,,,,,,,,,,,,
3ff8285931cc9b54c9ad22ba78957f63,e6b23db78d4473c921fb9315e04b5c0f,1,,I bought two products and only received one. I sent two emails to the store and received no response. I am dissatisfied.,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e nÃ£o tive nenhum retorno. Estou insatisfeita.,14-05-2017 00:00,19-05-2017 10:38,,,,,,,,,,,,,,,,,,
fdb0e5a14fb6456e28ce7b3b054b8843,eccb333547035c917db4396ff94c3182,3,,"I wouldn't recommend this store and I don't intend to buy from them again. The merchandise was delivered after the deadline, almost a month after the purchase. On the Lannister website, orders usually arrive before the deadline. I found this very strange.",NÃ£o recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue apÃ³s o prazo e quase 1 mÃªs apÃ³s a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,16-02-2018 00:00,17-02-2018 21:35,,,,,,,,,,,,,,,,,,
7914fa319f12631679d1704d7dcd17df,06ecfa8dfae87263e05d953aa561603d,5,Top,I recommend,Recomendo,22-08-2018 00:00,23-08-2018 01:51,,,,,,,,,,,,,,,,,,
deb6f26fd2c11c556bc9245fd9203469,997cd0cc21c4cc23cf4b07c4f53834db,4,,It met my expectations.,Atendeu minha expectativa.,24-02-2018 00:00,25-02-2018 11:02,,,,,,,,,,,,,,,,,,
